,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1
,ID,"8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
3287,27.391667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.726758,0.246438,0.221119,0.601829,5.695485,108.371323,2237.686523,-0.690461,-0.497894,-0.506495,-0.137216,789.943176,59.409061,1632.782227
3288,27.400000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.730337,0.245527,0.222208,0.597452,5.457396,108.480331,2237.674805,-0.690461,-0.497894,-0.506495,-0.137216,789.943176,59.409061,1632.782227
3289,27.408333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.727153,0.246720,0.221144,0.601226,5.167300,108.546059,2237.680664,-0.690461,-0.497894,-0.506495,-0.137216,789.943176,59.409061,1632.782227
3290,27.416667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.727406,0.246922,0.221160,0.600832,4.867742,108.620804,2237.693604,-0.786308,0.070768,-0.608669,-0.078948,1386.511353,26.451529,1204.755005
3291,27.425000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.343428,0.338171,0.088331,0.871720,5.775437,110.208611,2238.590088,-0.786308,0.070768,-0.608669,-0.078948,1386.511353,26.451529,1204.755005
3292,27.433333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.105799,0.327869,-0.062655,0.936687,5.605487,110.291382,2238.628174,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3293,27.441667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.177161,0.344077,0.031339,0.921544,5.056745,110.228065,2238.542969,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3294,27.450000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.004125,0.338385,-0.030119,0.940517,4.783402,110.246696,2238.552246,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3295,27.458333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.046977,0.335150,-0.044799,0.939926,4.356803,110.268333,2238.488281,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3296,27.466667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.090209,0.331163,-0.059732,0.937350,3.904284,110.218468,2238.419678,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3297,27.475000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.092405,0.331315,-0.060936,0.937005,3.445538,110.155357,2238.352051,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3298,27.483333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.084436,0.332712,-0.058798,0.937399,2.993817,110.098953,2238.298584,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3299,27.491667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.249980,0.309569,-0.113652,0.910363,2.444200,109.746330,2238.214111,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3300,27.500000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.265864,0.307019,-0.119809,0.905926,1.958879,109.604469,2238.176025,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3301,27.508333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.295575,0.301662,-0.130141,0.897050,1.429069,109.466484,2238.133545,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3302,27.516667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.328747,0.295095,-0.141533,0.885896,0.884923,109.331894,2238.084961,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3303,27.525000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.328969,0.295305,-0.142448,0.885598,0.344000,109.407173,2238.021484,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3304,27.533333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.102155,0.332307,-0.067894,0.935161,-0.501710,109.153847,2237.862305,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3305,27.541667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.194684,0.320631,-0.100278,0.921541,-1.229766,108.966972,2237.756348,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3306,27.550000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.069422,0.337249,-0.058676,0.937017,-2.278793,108.850189,2237.473145,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3307,27.558333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.401637,0.345057,0.104145,0.841889,-3.200312,108.811859,2237.125977,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3308,27.566667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.168520,0.355850,0.020641,0.918992,-4.078588,108.841347,2236.789063,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3309,27.575000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.120770,0.335087,-0.079929,0.930990,-5.245388,108.851402,2236.326172,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3310,27.583333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.317985,0.301239,-0.147788,0.886735,-6.459539,108.637482,2235.650391,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3311,27.591667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.308908,0.304085,-0.146140,0.889242,-7.787887,109.125153,2234.967041,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3312,27.600000,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.216860,0.342375,0.543262,0.735267,1031.891968,46.155758,1418.821411,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.297828,0.307163,-0.143441,0.892398,-9.085158,109.718025,2234.288086,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3313,27.608333,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.001755,-0.883768,0.363833,0.294239,-225.465759,111.327820,2315.640137,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.035897,0.354713,-0.029089,0.933833,-10.537799,111.229652,2233.579102,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3314,27.616667,0.124463,-0.628857,0.698777,0.317424,-999.637512,588.037231,3025.658691,-0.014870,-0.882668,0.368515,0.291331,-226.164780,111.863777,2315.239014,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.319190,0.304327,-0.152491,0.884448,-11.946587,111.908257,2232.710693,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3315,27.625000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.014870,-0.882668,0.368515,0.291331,-226.164780,111.863777,2315.239014,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.190981,0.331106,-0.109728,0.917526,-13.458113,113.806244,2231.840088,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3316,27.633333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.029410,-0.875490,0.386473,0.288603,-228.377045,113.594963,2315.695801,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.116788,0.344446,-0.084744,0.927651,-15.109527,115.255920,2230.818604,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3317,27.641667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.066695,-0.866806,0.409899,0.276011,-229.890503,113.812775,2315.058105,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.199631,0.333262,-0.114442,0.914323,-16.915445,116.819008,2229.726318,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3318,27.650000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.044362,-0.852467,0.441719,0.276073,-231.692947,114.459846,2317.451172,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.207117,0.333409,-0.117966,0.912154,-18.885075,118.543541,2228.599609,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3319,27.658333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.048133,-0.850881,0.447504,0.270972,-234.004639,115.631409,2318.452393,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.209198,0.334921,-0.119487,0.910926,-20.830223,120.610924,2227.529785,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3320,27.666667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.044765,-0.838714,0.470509,0.270509,-236.584625,116.662460,2320.156982,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.341088,0.308500,-0.167115,0.872101,-22.954807,122.455139,2226.349121,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3321,27.675000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.055174,-0.878004,0.385141,0.278804,-240.330734,121.262779,2318.607666,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.020074,0.365403,-0.052355,0.929159,-24.864244,125.667137,2225.341064,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3322,27.683333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.050968,-0.869307,0.401390,0.283892,-243.893906,122.960655,2320.352051,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.079127,0.360579,-0.074032,0.926413,-27.049095,128.508804,2224.195313,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3323,27.691667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.050968,-0.869307,0.401390,0.283892,-243.893906,122.960655,2320.352051,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.302150,0.323243,-0.155691,0.883164,-29.416389,131.174667,2222.912109,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3324,27.700000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.054258,-0.859485,0.418999,0.287716,-251.951035,126.811104,2323.889404,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.054946,0.367781,-0.065326,0.925986,-31.497847,134.132050,2222.408203,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3325,27.708333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.069090,-0.806216,0.521436,0.270827,-255.420959,127.217697,2328.824463,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.304313,0.326574,-0.157778,0.880823,-34.240948,138.464600,2220.414063,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3326,27.716667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,-0.072261,-0.807544,0.521268,0.266330,-259.900177,129.934769,2330.613037,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,0.095678,-0.807775,0.463841,0.350994,-36.499870,141.948608,2219.786377,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3327,27.725000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.252472,-0.342721,0.139364,-0.894080,-39.327480,146.351868,2217.572998,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3328,27.733333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.253999,-0.344770,0.139527,-0.892833,-42.045155,150.648621,2216.209717,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3329,27.741667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.229410,-0.352561,0.130576,-0.897787,-44.673809,155.236633,2214.831787,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3330,27.750000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.245165,-0.351645,0.135969,-0.893170,-47.300228,159.929550,2213.533447,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3331,27.758333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.254963,-0.352088,0.139777,-0.889658,-50.000050,164.766602,2212.123291,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3332,27.766667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.293124,-0.345653,0.152851,-0.878202,-52.446892,169.819672,2210.599854,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3333,27.775000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.359983,-0.331815,0.178294,-0.853535,-55.374825,174.950302,2209.050781,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3334,27.783333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.607750,-0.480776,0.598601,-0.202904,1300.272461,36.864304,1234.971069,-0.312210,-0.346391,0.160523,-0.869926,-58.176037,180.151047,2207.503174,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3335,27.791667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.748428,-0.374272,0.204681,-0.507820,-820.499634,444.973114,2961.089355,-0.333964,-0.343563,0.168470,-0.861424,-61.064724,185.549316,2205.844482,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3336,27.800000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.748428,-0.374272,0.204681,-0.507820,-820.499634,444.973114,2961.089355,-0.345506,-0.342686,0.172977,-0.856312,-63.987144,191.104172,2204.165527,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3337,27.808333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.748428,-0.374272,0.204681,-0.507820,-820.499634,444.973114,2961.089355,-0.318754,-0.352563,0.164499,-0.864312,-67.310173,196.751343,2202.488525,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3338,27.816667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.330028,-0.352688,0.166417,-0.859650,-70.160973,202.648071,2200.425781,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3339,27.825000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.340925,-0.352849,0.170534,-0.854509,-73.348053,208.554108,2198.419922,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3340,27.833333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.341943,-0.355592,0.171032,-0.852864,-76.629250,214.370560,2196.323486,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3341,27.841667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.325721,-0.362799,0.164805,-0.857393,-79.911530,220.090759,2194.100342,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3342,27.850000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.333840,-0.363420,0.168501,-0.853278,-83.269417,225.906387,2191.818115,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3343,27.858333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.323918,-0.369034,0.163728,-0.855619,-86.774956,231.662430,2189.491211,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3344,27.866667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.323918,-0.369034,0.163728,-0.855619,-86.774956,231.662430,2189.491211,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3345,27.875000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.323918,-0.369034,0.163728,-0.855619,-86.774956,231.662430,2189.491211,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3346,27.883333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.041740,-0.910616,0.022545,0.410522,-96.049896,250.954147,2183.727295,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3347,27.891667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.041612,-0.909656,0.018862,0.412841,-99.605080,256.583832,2181.039307,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
